Year,Month,Date,Flow
2008,7,7/14/2008,3288
2008,7,7/15/2008,3788
2008,7,7/16/2008,3983
2008,7,7/17/2008,4126
2008,7,7/18/2008,4144
2008,7,7/19/2008,4062
2008,7,7/20/2008,3856
2008,7,7/21/2008,4247
2008,7,7/22/2008,3758
2008,7,7/23/2008,2902
2008,7,7/24/2008,3374
2008,7,7/25/2008,3856
2008,7,7/26/2008,3706
2008,7,7/27/2008,3719
2008,7,7/28/2008,3642
2008,7,7/29/2008,3329
2008,7,7/30/2008,3254
2008,7,7/31/2008,2558
2008,8,8/1/2008,2480
2008,8,8/2/2008,2527
2008,8,8/3/2008,2302
2008,8,8/4/2008,2415
2008,8,8/5/2008,2692
2008,8,8/6/2008,2556
2008,8,8/7/2008,2282
2008,8,8/8/2008,2300
2008,8,8/9/2008,3147
2008,8,8/10/2008,3846
2008,8,8/11/2008,3542
2008,8,8/12/2008,3663
2008,8,8/13/2008,3501
2008,8,8/14/2008,3388
2008,8,8/15/2008,3437
2008,8,8/16/2008,3469
2008,8,8/17/2008,3695
2008,8,8/18/2008,3666
2008,8,8/19/2008,3568
2008,8,8/20/2008,3088
2008,8,8/21/2008,3407
2008,8,8/22/2008,3815
2008,8,8/23/2008,3748
2008,8,8/24/2008,3983
2008,8,8/25/2008,2471
2008,8,8/26/2008,2760
2008,8,8/27/2008,2523
2008,8,8/28/2008,2605
2008,8,8/29/2008,2539
2008,8,8/30/2008,2629
2008,8,8/31/2008,3251
2008,9,9/1/2008,4076
2008,9,9/2/2008,3318
2008,9,9/3/2008,2929
2008,9,9/4/2008,2786
2008,9,9/5/2008,3261
2008,9,9/6/2008,3803
2008,9,9/7/2008,3751
2008,9,9/8/2008,3544
2008,9,9/9/2008,3238
2008,9,9/10/2008,5335
2008,9,9/11/2008,5368
2008,9,9/12/2008,5696
2008,9,9/13/2008,6084
2008,9,9/14/2008,5885
2008,9,9/15/2008,5748
2008,9,9/16/2008,4785
2008,9,9/17/2008,4324
2008,9,9/18/2008,4560
2008,9,9/19/2008,4367
2008,9,9/20/2008,4329
2008,9,9/21/2008,4360
2008,9,9/22/2008,5279
2008,9,9/23/2008,4630
2008,9,9/24/2008,3811
2008,9,9/25/2008,3474
2008,9,9/26/2008,3219
2008,9,9/27/2008,2815
2008,9,9/28/2008,2232
2008,9,9/29/2008,2369
2008,9,9/30/2008,2774
2008,10,10/1/2008,2628
2008,10,10/2/2008,2288
2008,10,10/3/2008,2585
2008,10,10/4/2008,3383
2008,10,10/5/2008,4456
2008,10,10/6/2008,4559
2008,10,10/7/2008,4627
2008,10,10/8/2008,3925
2008,10,10/9/2008,3204
2008,10,10/10/2008,3236
2008,10,10/11/2008,3146
2008,10,10/12/2008,3339
2008,10,10/13/2008,3813
2008,10,10/14/2008,3603
2008,10,10/15/2008,3210
2008,10,10/16/2008,2439
2008,10,10/17/2008,1621
2008,10,10/18/2008,1130
2008,10,10/19/2008,1995
2008,10,10/20/2008,2824
2008,10,10/21/2008,3342
2008,10,10/22/2008,3052
2008,10,10/23/2008,2640
2008,10,10/24/2008,2755
2008,10,10/25/2008,2566
2008,10,10/26/2008,2314
2008,10,10/27/2008,2216
2008,10,10/28/2008,3017
2008,10,10/29/2008,3224
2008,10,10/30/2008,5111
2008,10,10/31/2008,6521
2008,11,11/1/2008,13115
2008,11,11/2/2008,16321
2008,11,11/3/2008,17417
2008,11,11/4/2008,15170
2008,11,11/5/2008,14382
2008,11,11/6/2008,7869
2008,11,11/7/2008,6167
2008,11,11/8/2008,3824
2008,11,11/9/2008,3905
2008,11,11/10/2008,4199
2008,11,11/11/2008,3822
2008,11,11/12/2008,2723
2008,11,11/13/2008,2544
2008,11,11/14/2008,2409
2008,11,11/15/2008,2293
2008,11,11/16/2008,2260
2008,11,11/17/2008,2866
2008,11,11/18/2008,2675
2008,11,11/19/2008,3147
2008,11,11/20/2008,3437
2008,11,11/21/2008,3086
2008,11,11/22/2008,2672
2008,11,11/23/2008,3057
2008,11,11/24/2008,2541
2008,11,11/25/2008,3722
2008,11,11/26/2008,5234
2008,11,11/27/2008,5817
2008,11,11/28/2008,6180
2008,11,11/29/2008,5881
2008,11,11/30/2008,5797
2008,12,12/1/2008,4164
2008,12,12/2/2008,4707
2008,12,12/3/2008,4195
2008,12,12/4/2008,3713
2008,12,12/5/2008,4091
2008,12,12/6/2008,4472
2008,12,12/7/2008,4093
2008,12,12/8/2008,4221
2008,12,12/9/2008,4081
2008,12,12/10/2008,3792
2008,12,12/11/2008,3579
2008,12,12/12/2008,3274
2008,12,12/13/2008,3805
2008,12,12/14/2008,6443
2008,12,12/15/2008,7486
2008,12,12/16/2008,9929
2008,12,12/17/2008,9154
2008,12,12/18/2008,9529
2008,12,12/19/2008,8313
2008,12,12/20/2008,7305
2008,12,12/21/2008,7664
2008,12,12/22/2008,7878
2008,12,12/23/2008,8818
2008,12,12/24/2008,9238
2008,12,12/25/2008,11676
2008,12,12/26/2008,13072
2008,12,12/27/2008,14201
2008,12,12/28/2008,14494
2008,12,12/29/2008,10865
2008,12,12/30/2008,6873
2008,12,12/31/2008,5391
2009,1,1/1/2009,4298
2009,1,1/2/2009,3761
2009,1,1/3/2009,4230
2009,1,1/4/2009,4521
2009,1,1/5/2009,4840
2009,1,1/6/2009,4365
2009,1,1/7/2009,3367
2009,1,1/8/2009,2820
2009,1,1/9/2009,3875
2009,1,1/10/2009,4408
2009,1,1/11/2009,4111
2009,1,1/12/2009,4354
2009,1,1/13/2009,4082
2009,1,1/14/2009,3843
2009,1,1/15/2009,3609
2009,1,1/16/2009,3881
2009,1,1/17/2009,3642
2009,1,1/18/2009,3702
2009,1,1/19/2009,3289
2009,1,1/20/2009,2803
2009,1,1/21/2009,4781
2009,1,1/22/2009,10712
2009,1,1/23/2009,13503
2009,1,1/24/2009,13671
2009,1,1/25/2009,13990
2009,1,1/26/2009,14001
2009,1,1/27/2009,12037
2009,1,1/28/2009,9594
2009,1,1/29/2009,8054
2009,1,1/30/2009,8316
2009,1,1/31/2009,9029
2009,2,2/1/2009,8785
2009,2,2/2/2009,8303
2009,2,2/3/2009,7627
2009,2,2/4/2009,7558
2009,2,2/5/2009,8347
2009,2,2/6/2009,10424
2009,2,2/7/2009,10292
2009,2,2/8/2009,10033
2009,2,2/9/2009,10651
2009,2,2/10/2009,10872
2009,2,2/11/2009,9028
2009,2,2/12/2009,9864
2009,2,2/13/2009,13903
2009,2,2/14/2009,15657
2009,2,2/15/2009,15475
2009,2,2/16/2009,17110
2009,2,2/17/2009,32404
2009,2,2/18/2009,40281
2009,2,2/19/2009,43109
2009,2,2/20/2009,43399
2009,2,2/21/2009,38989
2009,2,2/22/2009,29754
2009,2,2/23/2009,30409
2009,2,2/24/2009,39490
2009,2,2/25/2009,45177
2009,2,2/26/2009,45779
2009,2,2/27/2009,40370
2009,2,2/28/2009,33984
2009,3,3/1/2009,29855
2009,3,3/2/2009,29817
2009,3,3/3/2009,40864
2009,3,3/4/2009,53123
2009,3,3/5/2009,53794
2009,3,3/6/2009,53445
2009,3,3/7/2009,47679
2009,3,3/8/2009,37712
2009,3,3/9/2009,30408
2009,3,3/10/2009,25235
2009,3,3/11/2009,20519
2009,3,3/12/2009,15867
2009,3,3/13/2009,13136
2009,3,3/14/2009,10641
2009,3,3/15/2009,10042
2009,3,3/16/2009,8785
2009,3,3/17/2009,8203
2009,3,3/18/2009,8171
2009,3,3/19/2009,10607
2009,3,3/20/2009,10524
2009,3,3/21/2009,9588
2009,3,3/22/2009,9689
2009,3,3/23/2009,10858
2009,3,3/24/2009,10303
2009,3,3/25/2009,10066
2009,3,3/26/2009,9567
2009,3,3/27/2009,9025
2009,3,3/28/2009,8321
2009,3,3/29/2009,7761
2009,3,3/30/2009,7090
2009,3,3/31/2009,7038
2009,4,4/1/2009,7165
2009,4,4/2/2009,6676
2009,4,4/3/2009,7426
2009,4,4/4/2009,7802
2009,4,4/5/2009,9423
2009,4,4/6/2009,12369
2009,4,4/7/2009,13774
2009,4,4/8/2009,14504
2009,4,4/9/2009,14186
2009,4,4/10/2009,14560
2009,4,4/11/2009,13809
2009,4,4/12/2009,12933
2009,4,4/13/2009,11416
2009,4,4/14/2009,12551
2009,4,4/15/2009,12950
2009,4,4/16/2009,12912
2009,4,4/17/2009,13837
2009,4,4/18/2009,13535
2009,4,4/19/2009,12888
2009,4,4/20/2009,12904
2009,4,4/21/2009,12506
2009,4,4/22/2009,11822
2009,4,4/23/2009,10942
2009,4,4/24/2009,11612
2009,4,4/25/2009,12199
2009,4,4/26/2009,13281
2009,4,4/27/2009,12448
2009,4,4/28/2009,13005
2009,4,4/29/2009,12892
2009,4,4/30/2009,12866
2009,5,5/1/2009,15445
2009,5,5/2/2009,17524
2009,5,5/3/2009,18722
2009,5,5/4/2009,21056
2009,5,5/5/2009,25345
2009,5,5/6/2009,30528
2009,5,5/7/2009,31636
2009,5,5/8/2009,28460
2009,5,5/9/2009,25100
2009,5,5/10/2009,21609
2009,5,5/11/2009,18626
2009,5,5/12/2009,17215
2009,5,5/13/2009,15602
2009,5,5/14/2009,13672
2009,5,5/15/2009,13075
2009,5,5/16/2009,12561
2009,5,5/17/2009,12552
2009,5,5/18/2009,12010
2009,5,5/19/2009,12374
2009,5,5/20/2009,12250
2009,5,5/21/2009,11521
2009,5,5/22/2009,10573
2009,5,5/23/2009,10229
2009,5,5/24/2009,10535
2009,5,5/25/2009,10636
2009,5,5/26/2009,10515
2009,5,5/27/2009,11172
2009,5,5/28/2009,10497
2009,5,5/29/2009,9971
2009,5,5/30/2009,9980
2009,5,5/31/2009,11443
2009,6,6/1/2009,10319
2009,6,6/2/2009,10347
2009,6,6/3/2009,10041
2009,6,6/4/2009,9974
2009,6,6/5/2009,10346
2009,6,6/6/2009,10329
2009,6,6/7/2009,10731
2009,6,6/8/2009,11247
2009,6,6/9/2009,10841
2009,6,6/10/2009,10594
2009,6,6/11/2009,9354
2009,6,6/12/2009,8531
2009,6,6/13/2009,7684
2009,6,6/14/2009,7434
2009,6,6/15/2009,6764
2009,6,6/16/2009,6603
2009,6,6/17/2009,5530
2009,6,6/18/2009,5119
2009,6,6/19/2009,4468
2009,6,6/20/2009,5734
2009,6,6/21/2009,5873
2009,6,6/22/2009,5387
2009,6,6/23/2009,5237
2009,6,6/24/2009,5908
2009,6,6/25/2009,7704
2009,6,6/26/2009,7994
2009,6,6/27/2009,7717
2009,6,6/28/2009,8082
2009,6,6/29/2009,7943
2009,6,6/30/2009,8104
2009,7,7/1/2009,5881
2009,7,7/2/2009,5356
2009,7,7/3/2009,4662
2009,7,7/4/2009,4727
2009,7,7/5/2009,5148
2009,7,7/6/2009,6240
2009,7,7/7/2009,5866
2009,7,7/8/2009,5688
2009,7,7/9/2009,5101
2009,7,7/10/2009,5208
2009,7,7/11/2009,5650
2009,7,7/12/2009,5639
2009,7,7/13/2009,6015
2009,7,7/14/2009,5923
2009,7,7/15/2009,7793
2009,7,7/16/2009,7020
2009,7,7/17/2009,5431
2009,7,7/18/2009,4274
2009,7,7/19/2009,4085
2009,7,7/20/2009,4090
2009,7,7/21/2009,4208
2009,7,7/22/2009,3502
2009,7,7/23/2009,3313
2009,7,7/24/2009,3190
2009,7,7/25/2009,5002
2009,7,7/26/2009,5800
2009,7,7/27/2009,5694
2009,7,7/28/2009,5197
2009,7,7/29/2009,3724
2009,7,7/30/2009,4731
2009,7,7/31/2009,7484
2009,8,8/1/2009,6825
2009,8,8/2/2009,6631
2009,8,8/3/2009,6407
2009,8,8/4/2009,5970
2009,8,8/5/2009,4193
2009,8,8/6/2009,4008
2009,8,8/7/2009,3439
2009,8,8/8/2009,3982
2009,8,8/9/2009,3931
2009,8,8/10/2009,4149
2009,8,8/11/2009,4496
2009,8,8/12/2009,4654
2009,8,8/13/2009,3916
2009,8,8/14/2009,3554
2009,8,8/15/2009,3569
2009,8,8/16/2009,3566
2009,8,8/17/2009,2995
2009,8,8/18/2009,3382
2009,8,8/19/2009,3246
2009,8,8/20/2009,3651
2009,8,8/21/2009,4309
2009,8,8/22/2009,3904
2009,8,8/23/2009,4224
2009,8,8/24/2009,4633
2009,8,8/25/2009,4129
2009,8,8/26/2009,3494
2009,8,8/27/2009,3812
2009,8,8/28/2009,4018
2009,8,8/29/2009,4180
2009,8,8/30/2009,3992
2009,8,8/31/2009,4123
2009,9,9/1/2009,4256
2009,9,9/2/2009,3951
2009,9,9/3/2009,4088
2009,9,9/4/2009,4435
2009,9,9/5/2009,4220
2009,9,9/6/2009,3864
2009,9,9/7/2009,3540
2009,9,9/8/2009,2626
2009,9,9/9/2009,2039
2009,9,9/10/2009,2638
2009,9,9/11/2009,2885
2009,9,9/12/2009,2886
2009,9,9/13/2009,4221
2009,9,9/14/2009,6943
2009,9,9/15/2009,6584
2009,9,9/16/2009,5702
2009,9,9/17/2009,5342
2009,9,9/18/2009,5394
2009,9,9/19/2009,2986
2009,9,9/20/2009,3552
2009,9,9/21/2009,3442
2009,9,9/22/2009,3467
2009,9,9/23/2009,3690
2009,9,9/24/2009,3575
2009,9,9/25/2009,3804
2009,9,9/26/2009,3756
2009,9,9/27/2009,3387
2009,9,9/28/2009,2550
2009,9,9/29/2009,3191
2009,9,9/30/2009,3597
2009,10,10/1/2009,4123
2009,10,10/2/2009,4344
2009,10,10/3/2009,3960
2009,10,10/4/2009,4287
2009,10,10/5/2009,4389
2009,10,10/6/2009,4178
2009,10,10/7/2009,3777
2009,10,10/8/2009,4637
2009,10,10/9/2009,5467
2009,10,10/10/2009,5164
2009,10,10/11/2009,4896
2009,10,10/12/2009,5427
2009,10,10/13/2009,18340
2009,10,10/14/2009,21855
2009,10,10/15/2009,19910
2009,10,10/16/2009,18426
2009,10,10/17/2009,16870
2009,10,10/18/2009,3439
2009,10,10/19/2009,4610
2009,10,10/20/2009,2709
2009,10,10/21/2009,3859
2009,10,10/22/2009,4054
2009,10,10/23/2009,4334
2009,10,10/24/2009,3527
2009,10,10/25/2009,2895
2009,10,10/26/2009,2801
2009,10,10/27/2009,4321
2009,10,10/28/2009,2834
2009,10,10/29/2009,2093
2009,10,10/30/2009,2701
2009,10,10/31/2009,3089
2009,11,11/1/2009,4349
2009,11,11/2/2009,4409
2009,11,11/3/2009,4090
2009,11,11/4/2009,3543
2009,11,11/5/2009,4437
2009,11,11/6/2009,3881
2009,11,11/7/2009,4516
2009,11,11/8/2009,4537
2009,11,11/9/2009,4482
2009,11,11/10/2009,4858
2009,11,11/11/2009,4825
2009,11,11/12/2009,4197
2009,11,11/13/2009,4167
2009,11,11/14/2009,4135
2009,11,11/15/2009,3844
2009,11,11/16/2009,4272
2009,11,11/17/2009,3956
2009,11,11/18/2009,4580
2009,11,11/19/2009,5472
2009,11,11/20/2009,5837
2009,11,11/21/2009,7526
2009,11,11/22/2009,7438
2009,11,11/23/2009,7599
2009,11,11/24/2009,6067
2009,11,11/25/2009,3302
2009,11,11/26/2009,3479
2009,11,11/27/2009,3738
2009,11,11/28/2009,5224
2009,11,11/29/2009,3572
2009,11,11/30/2009,3300
2009,12,12/1/2009,2900
2009,12,12/2/2009,2737
2009,12,12/3/2009,3897
2009,12,12/4/2009,4062
2009,12,12/5/2009,3835
2009,12,12/6/2009,3588
2009,12,12/7/2009,6376
2009,12,12/8/2009,6947
2009,12,12/9/2009,6500
2009,12,12/10/2009,6262
2009,12,12/11/2009,6649
2009,12,12/12/2009,8008
2009,12,12/13/2009,13445
2009,12,12/14/2009,13167
2009,12,12/15/2009,12513
2009,12,12/16/2009,10910
2009,12,12/17/2009,7976
2009,12,12/18/2009,5372
2009,12,12/19/2009,6449
2009,12,12/20/2009,5596
2009,12,12/21/2009,5259
2009,12,12/22/2009,6015
2009,12,12/23/2009,5950
2009,12,12/24/2009,5401
2009,12,12/25/2009,5980
2009,12,12/26/2009,4580
2009,12,12/27/2009,4484
2009,12,12/28/2009,4491
2009,12,12/29/2009,5258
2009,12,12/30/2009,5963
2009,12,12/31/2009,6924
2010,1,1/1/2010,6653
2010,1,1/2/2010,6739
2010,1,1/3/2010,6741
2010,1,1/4/2010,6601
2010,1,1/5/2010,6390
2010,1,1/6/2010,5840
2010,1,1/7/2010,5843
2010,1,1/8/2010,5692
2010,1,1/9/2010,5907
2010,1,1/10/2010,5543
2010,1,1/11/2010,5252
2010,1,1/12/2010,5586
2010,1,1/13/2010,7767
2010,1,1/14/2010,9331
2010,1,1/15/2010,13135
2010,1,1/16/2010,14704
2010,1,1/17/2010,13675
2010,1,1/18/2010,13406
2010,1,1/19/2010,18363
2010,1,1/20/2010,34130
2010,1,1/21/2010,52556
2010,1,1/22/2010,61519
2010,1,1/23/2010,66990
2010,1,1/24/2010,68205
2010,1,1/25/2010,63473
2010,1,1/26/2010,55146
2010,1,1/27/2010,55736
2010,1,1/28/2010,56785
2010,1,1/29/2010,58504
2010,1,1/30/2010,53692
2010,1,1/31/2010,45701
2010,2,2/1/2010,38400
2010,2,2/2/2010,34816
2010,2,2/3/2010,31427
2010,2,2/4/2010,30143
2010,2,2/5/2010,32795
2010,2,2/6/2010,33344
2010,2,2/7/2010,38146
2010,2,2/8/2010,40721
2010,2,2/9/2010,43961
2010,2,2/10/2010,41618
2010,2,2/11/2010,39205
2010,2,2/12/2010,37099
2010,2,2/13/2010,33508
2010,2,2/14/2010,29479
2010,2,2/15/2010,27252
2010,2,2/16/2010,25624
2010,2,2/17/2010,23902
2010,2,2/18/2010,21609
2010,2,2/19/2010,19435
2010,2,2/20/2010,17527
2010,2,2/21/2010,16861
2010,2,2/22/2010,15698
2010,2,2/23/2010,21855
2010,2,2/24/2010,22719
2010,2,2/25/2010,24069
2010,2,2/26/2010,30935
2010,2,2/27/2010,36237
2010,2,2/28/2010,31115
2010,3,3/1/2010,32837
2010,3,3/2/2010,31018
2010,3,3/3/2010,30362
2010,3,3/4/2010,30973
2010,3,3/5/2010,32363
2010,3,3/6/2010,32643
2010,3,3/7/2010,29037
2010,3,3/8/2010,21923
2010,3,3/9/2010,19160
2010,3,3/10/2010,16597
2010,3,3/11/2010,16085
2010,3,3/12/2010,19234
2010,3,3/13/2010,20453
2010,3,3/14/2010,20037
2010,3,3/15/2010,19226
2010,3,3/16/2010,18004
2010,3,3/17/2010,13106
2010,3,3/18/2010,11321
2010,3,3/19/2010,10536
2010,3,3/20/2010,10327
2010,3,3/21/2010,9979
2010,3,3/22/2010,9831
2010,3,3/23/2010,9590
2010,3,3/24/2010,8744
2010,3,3/25/2010,8241
2010,3,3/26/2010,7991
2010,3,3/27/2010,8087
2010,3,3/28/2010,7645
2010,3,3/29/2010,7597
2010,3,3/30/2010,7617
2010,3,3/31/2010,10202
2010,4,4/1/2010,15195
2010,4,4/2/2010,17857
2010,4,4/3/2010,18403
2010,4,4/4/2010,20748
2010,4,4/5/2010,21889
2010,4,4/6/2010,21923
2010,4,4/7/2010,19474
2010,4,4/8/2010,19178
2010,4,4/9/2010,15104
2010,4,4/10/2010,13784
2010,4,4/11/2010,15811
2010,4,4/12/2010,17893
2010,4,4/13/2010,20187
2010,4,4/14/2010,25897
2010,4,4/15/2010,33150
2010,4,4/16/2010,32518
2010,4,4/17/2010,30345
2010,4,4/18/2010,28915
2010,4,4/19/2010,27060
2010,4,4/20/2010,29831
2010,4,4/21/2010,32541
2010,4,4/22/2010,33758
2010,4,4/23/2010,35457
2010,4,4/24/2010,33279
2010,4,4/25/2010,27619
2010,4,4/26/2010,24260
2010,4,4/27/2010,23273
2010,4,4/28/2010,25720
2010,4,4/29/2010,27165
2010,4,4/30/2010,29900
2010,5,5/1/2010,29855
2010,5,5/2/2010,29184
2010,5,5/3/2010,26526
2010,5,5/4/2010,24822
2010,5,5/5/2010,24175
2010,5,5/6/2010,24733
2010,5,5/7/2010,24432
2010,5,5/8/2010,22925
2010,5,5/9/2010,22279
2010,5,5/10/2010,21886
2010,5,5/11/2010,21802
2010,5,5/12/2010,20948
2010,5,5/13/2010,20536
2010,5,5/14/2010,18956
2010,5,5/15/2010,17307
2010,5,5/16/2010,16520
2010,5,5/17/2010,16943
2010,5,5/18/2010,17040
2010,5,5/19/2010,17435
2010,5,5/20/2010,17569
2010,5,5/21/2010,17354
2010,5,5/22/2010,17560
2010,5,5/23/2010,17589
2010,5,5/24/2010,17753
2010,5,5/25/2010,18356
2010,5,5/26/2010,16977
2010,5,5/27/2010,17394
2010,5,5/28/2010,18846
2010,5,5/29/2010,20307
2010,5,5/30/2010,21084
2010,5,5/31/2010,22041
2010,6,6/1/2010,21530
2010,6,6/2/2010,21436
2010,6,6/3/2010,20604
2010,6,6/4/2010,19774
2010,6,6/5/2010,20625
2010,6,6/6/2010,22540
2010,6,6/7/2010,23966
2010,6,6/8/2010,25364
2010,6,6/9/2010,24942
2010,6,6/10/2010,23990
2010,6,6/11/2010,23733
2010,6,6/12/2010,23269
2010,6,6/13/2010,21966
2010,6,6/14/2010,20990
2010,6,6/15/2010,20405
2010,6,6/16/2010,19279
2010,6,6/17/2010,14583
2010,6,6/18/2010,12245
2010,6,6/19/2010,11306
2010,6,6/20/2010,9783
2010,6,6/21/2010,9516
2010,6,6/22/2010,9414
2010,6,6/23/2010,9445
2010,6,6/24/2010,10063
2010,6,6/25/2010,9879
2010,6,6/26/2010,9911
2010,6,6/27/2010,10042
2010,6,6/28/2010,8772
2010,6,6/29/2010,8420
2010,6,6/30/2010,7957
2010,7,7/1/2010,6735
2010,7,7/2/2010,6566
2010,7,7/3/2010,5779
2010,7,7/4/2010,6059
2010,7,7/5/2010,4937
2010,7,7/6/2010,4961
2010,7,7/7/2010,5435
2010,7,7/8/2010,5723
2010,7,7/9/2010,4893
2010,7,7/10/2010,4803
2010,7,7/11/2010,6435
2010,7,7/12/2010,6104
2010,7,7/13/2010,6694
2010,7,7/14/2010,7608
2010,7,7/15/2010,7010
2010,7,7/16/2010,7151
2010,7,7/17/2010,7540
2010,7,7/18/2010,8113
2010,7,7/19/2010,8163
2010,7,7/20/2010,7739
2010,7,7/21/2010,7231
2010,7,7/22/2010,7708
2010,7,7/23/2010,7959
2010,7,7/24/2010,7859
2010,7,7/25/2010,7926
2010,7,7/26/2010,7823
2010,7,7/27/2010,6910
2010,7,7/28/2010,6956
2010,7,7/29/2010,6631
2010,7,7/30/2010,5625
2010,7,7/31/2010,6650
2010,8,8/1/2010,7506
2010,8,8/2/2010,5544
2010,8,8/3/2010,5503
2010,8,8/4/2010,4957
2010,8,8/5/2010,4706
2010,8,8/6/2010,4970
2010,8,8/7/2010,4849
2010,8,8/8/2010,4302
2010,8,8/9/2010,4356
2010,8,8/10/2010,3846
2010,8,8/11/2010,3001
2010,8,8/12/2010,3292
2010,8,8/13/2010,3639
2010,8,8/14/2010,4605
2010,8,8/15/2010,4949
2010,8,8/16/2010,3826
2010,8,8/17/2010,3323
2010,8,8/18/2010,3696
2010,8,8/19/2010,4019
2010,8,8/20/2010,4558
2010,8,8/21/2010,3878
2010,8,8/22/2010,3657
2010,8,8/23/2010,2958
2010,8,8/24/2010,2413
2010,8,8/25/2010,2471
2010,8,8/26/2010,2680
2010,8,8/27/2010,2925
2010,8,8/28/2010,3240
2010,8,8/29/2010,3895
2010,8,8/30/2010,3562
2010,8,8/31/2010,2996
2010,9,9/1/2010,3447
2010,9,9/2/2010,3151
2010,9,9/3/2010,3335
2010,9,9/4/2010,3625
2010,9,9/5/2010,3888
2010,9,9/6/2010,4168
2010,9,9/7/2010,3485
2010,9,9/8/2010,3424
2010,9,9/9/2010,4192
2010,9,9/10/2010,4828
2010,9,9/11/2010,5656
2010,9,9/12/2010,6177
2010,9,9/13/2010,7435
2010,9,9/14/2010,8267
2010,9,9/15/2010,8475
2010,9,9/16/2010,8804
2010,9,9/17/2010,8667
2010,9,9/18/2010,8352
2010,9,9/19/2010,8375
2010,9,9/20/2010,8584
2010,9,9/21/2010,8628
2010,9,9/22/2010,7720
2010,9,9/23/2010,7769
2010,9,9/24/2010,6505
2010,9,9/25/2010,6418
2010,9,9/26/2010,5441
2010,9,9/27/2010,5183
2010,9,9/28/2010,4188
2010,9,9/29/2010,3980
2010,9,9/30/2010,4391
2010,10,10/1/2010,5362
2010,10,10/2/2010,5033
2010,10,10/3/2010,4230
2010,10,10/4/2010,4724
2010,10,10/5/2010,4093
2010,10,10/6/2010,4095
2010,10,10/7/2010,3947
2010,10,10/8/2010,3504
2010,10,10/9/2010,2784
2010,10,10/10/2010,2295
2010,10,10/11/2010,2351
2010,10,10/12/2010,4472
2010,10,10/13/2010,2981
2010,10,10/14/2010,3653
2010,10,10/15/2010,4554
2010,10,10/16/2010,3905
2010,10,10/17/2010,3663
2010,10,10/18/2010,5069
2010,10,10/19/2010,4449
2010,10,10/20/2010,3967
2010,10,10/21/2010,4261
2010,10,10/22/2010,3921
2010,10,10/23/2010,4166
2010,10,10/24/2010,5963
2010,10,10/25/2010,12015
2010,10,10/26/2010,13590
2010,10,10/27/2010,15248
2010,10,10/28/2010,12329
2010,10,10/29/2010,8958
2010,10,10/30/2010,4487
2010,10,10/31/2010,5602
2010,11,11/1/2010,5482
2010,11,11/2/2010,4868
2010,11,11/3/2010,4101
2010,11,11/4/2010,3665
2010,11,11/5/2010,2735
2010,11,11/6/2010,3923
2010,11,11/7/2010,3520
2010,11,11/8/2010,7055
2010,11,11/9/2010,6623
2010,11,11/10/2010,6947
2010,11,11/11/2010,7280
2010,11,11/12/2010,6709
2010,11,11/13/2010,3203
2010,11,11/14/2010,3975
2010,11,11/15/2010,3511
2010,11,11/16/2010,3055
2010,11,11/17/2010,2711
2010,11,11/18/2010,2643
2010,11,11/19/2010,2655
2010,11,11/20/2010,4993
2010,11,11/21/2010,11743
2010,11,11/22/2010,12866
2010,11,11/23/2010,12820
2010,11,11/24/2010,16341
2010,11,11/25/2010,14548
2010,11,11/26/2010,9417
2010,11,11/27/2010,7990
2010,11,11/28/2010,10735
2010,11,11/29/2010,11949
2010,11,11/30/2010,12563
2010,12,12/1/2010,11830
2010,12,12/2/2010,8745
2010,12,12/3/2010,8055
2010,12,12/4/2010,11091
2010,12,12/5/2010,14294
2010,12,12/6/2010,17361
2010,12,12/7/2010,20232
2010,12,12/8/2010,25598
2010,12,12/9/2010,29453
2010,12,12/10/2010,28804
2010,12,12/11/2010,25862
2010,12,12/12/2010,23995
2010,12,12/13/2010,22129
2010,12,12/14/2010,26640
2010,12,12/15/2010,32095
2010,12,12/16/2010,43985
2010,12,12/17/2010,52783
2010,12,12/18/2010,59346
2010,12,12/19/2010,73493
2010,12,12/20/2010,84934
2010,12,12/21/2010,89296
2010,12,12/22/2010,89710
2010,12,12/23/2010,84173
2010,12,12/24/2010,79722
2010,12,12/25/2010,73589
2010,12,12/26/2010,77610
2010,12,12/27/2010,73807
2010,12,12/28/2010,70849
2010,12,12/29/2010,76056
2010,12,12/30/2010,79056
2010,12,12/31/2010,77687
2011,1,1/1/2011,79581
2011,1,1/2/2011,79079
2011,1,1/3/2011,78494
2011,1,1/4/2011,73881
2011,1,1/5/2011,66783
2011,1,1/6/2011,62006
2011,1,1/7/2011,55786
2011,1,1/8/2011,50045
2011,1,1/9/2011,47097
2011,1,1/10/2011,45665
2011,1,1/11/2011,42020
2011,1,1/12/2011,38821
2011,1,1/13/2011,35751
2011,1,1/14/2011,32898
2011,1,1/15/2011,30919
2011,1,1/16/2011,30485
2011,1,1/17/2011,29740
2011,1,1/18/2011,29517
2011,1,1/19/2011,29521
2011,1,1/20/2011,27756
2011,1,1/21/2011,26334
2011,1,1/22/2011,26057
2011,1,1/23/2011,25232
2011,1,1/24/2011,25089
2011,1,1/25/2011,25011
2011,1,1/26/2011,23800
2011,1,1/27/2011,22724
2011,1,1/28/2011,22291
2011,1,1/29/2011,20549
2011,1,1/30/2011,19572
2011,1,1/31/2011,21245
