"Date","Year","Month","Day","Tributary","Area","Temp"
2009-06-27,2009,6,27,"Deer Creek","Upper",13.96
2009-06-28,2009,6,28,"Deer Creek","Upper",14.32
2009-06-29,2009,6,29,"Deer Creek","Upper",14.34
2009-06-30,2009,6,30,"Deer Creek","Upper",14.17
2009-07-01,2009,7,1,"Deer Creek","Upper",14.21
2009-07-02,2009,7,2,"Deer Creek","Upper",14.32
2009-07-03,2009,7,3,"Deer Creek","Upper",14.33
2009-07-04,2009,7,4,"Deer Creek","Upper",14.29
2009-07-05,2009,7,5,"Deer Creek","Upper",13.95
2009-07-06,2009,7,6,"Deer Creek","Upper",13.62
2009-07-07,2009,7,7,"Deer Creek","Upper",13.51
2009-07-08,2009,7,8,"Deer Creek","Upper",13.43
2009-07-09,2009,7,9,"Deer Creek","Upper",13.41
2009-07-10,2009,7,10,"Deer Creek","Upper",13.42
2009-07-11,2009,7,11,"Deer Creek","Upper",13.31
2009-07-12,2009,7,12,"Deer Creek","Upper",13.14
2009-07-13,2009,7,13,"Deer Creek","Upper",13.06
2009-07-14,2009,7,14,"Deer Creek","Upper",13.32
2009-07-15,2009,7,15,"Deer Creek","Upper",13.76
2009-07-16,2009,7,16,"Deer Creek","Upper",14.06
2009-07-17,2009,7,17,"Deer Creek","Upper",14.36
2009-07-18,2009,7,18,"Deer Creek","Upper",14.6
2009-07-19,2009,7,19,"Deer Creek","Upper",14.77
2009-07-20,2009,7,20,"Deer Creek","Upper",14.76
2009-07-21,2009,7,21,"Deer Creek","Upper",14.57
2009-07-22,2009,7,22,"Deer Creek","Upper",14.44
2009-07-23,2009,7,23,"Deer Creek","Upper",14.54
2009-07-24,2009,7,24,"Deer Creek","Upper",14.64
2009-07-25,2009,7,25,"Deer Creek","Upper",14.63
2009-07-26,2009,7,26,"Deer Creek","Upper",14.71
2009-07-27,2009,7,27,"Deer Creek","Upper",14.87
2009-07-28,2009,7,28,"Deer Creek","Upper",14.99
2009-07-29,2009,7,29,"Deer Creek","Upper",14.96
2009-07-30,2009,7,30,"Deer Creek","Upper",14.93
2009-07-31,2009,7,31,"Deer Creek","Upper",14.97
2009-08-01,2009,8,1,"Deer Creek","Upper",14.98
2009-08-02,2009,8,2,"Deer Creek","Upper",14.83
2009-08-03,2009,8,3,"Deer Creek","Upper",14.58
2009-08-04,2009,8,4,"Deer Creek","Upper",14.41
2009-08-05,2009,8,5,"Deer Creek","Upper",14.02
2009-08-06,2009,8,6,"Deer Creek","Upper",13.59
2009-08-07,2009,8,7,"Deer Creek","Upper",13.6
2009-08-08,2009,8,8,"Deer Creek","Upper",13.7
2009-08-09,2009,8,9,"Deer Creek","Upper",13.74
2009-08-10,2009,8,10,"Deer Creek","Upper",13.84
2009-08-11,2009,8,11,"Deer Creek","Upper",13.86
2009-08-12,2009,8,12,"Deer Creek","Upper",13.9
2009-08-13,2009,8,13,"Deer Creek","Upper",13.92
2009-08-14,2009,8,14,"Deer Creek","Upper",13.77
2009-08-15,2009,8,15,"Deer Creek","Upper",13.64
2009-08-16,2009,8,16,"Deer Creek","Upper",13.71
2009-08-17,2009,8,17,"Deer Creek","Upper",13.9
2009-08-18,2009,8,18,"Deer Creek","Upper",14.04
2009-08-19,2009,8,19,"Deer Creek","Upper",14.06
2009-08-20,2009,8,20,"Deer Creek","Upper",14.05
2009-08-21,2009,8,21,"Deer Creek","Upper",14.18
2009-08-22,2009,8,22,"Deer Creek","Upper",14.15
2009-08-23,2009,8,23,"Deer Creek","Upper",13.89
2009-08-24,2009,8,24,"Deer Creek","Upper",13.65
2009-08-25,2009,8,25,"Deer Creek","Upper",13.55
2009-08-26,2009,8,26,"Deer Creek","Upper",13.49
2009-08-27,2009,8,27,"Deer Creek","Upper",13.38
2009-08-28,2009,8,28,"Deer Creek","Upper",13.17
2009-08-29,2009,8,29,"Deer Creek","Upper",13.33
2009-08-30,2009,8,30,"Deer Creek","Upper",13.52
2009-08-31,2009,8,31,"Deer Creek","Upper",13.23
2009-09-01,2009,9,1,"Deer Creek","Upper",13.13
2009-09-02,2009,9,2,"Deer Creek","Upper",13.25
2009-09-03,2009,9,3,"Deer Creek","Upper",13.35
2009-09-04,2009,9,4,"Deer Creek","Upper",13.21
2009-09-05,2009,9,5,"Deer Creek","Upper",12.98
2009-09-06,2009,9,6,"Deer Creek","Upper",12.87
2009-09-07,2009,9,7,"Deer Creek","Upper",12.72
2009-09-08,2009,9,8,"Deer Creek","Upper",12.65
2009-09-09,2009,9,9,"Deer Creek","Upper",12.68
2009-09-10,2009,9,10,"Deer Creek","Upper",12.74
2009-09-11,2009,9,11,"Deer Creek","Upper",12.82
2009-09-12,2009,9,12,"Deer Creek","Upper",12.6
2009-09-13,2009,9,13,"Deer Creek","Upper",12.24
2009-09-14,2009,9,14,"Deer Creek","Upper",12.22
2009-09-15,2009,9,15,"Deer Creek","Upper",12.38
2009-09-16,2009,9,16,"Deer Creek","Upper",12.49
2009-09-17,2009,9,17,"Deer Creek","Upper",12.54
2009-09-18,2009,9,18,"Deer Creek","Upper",12.64
2009-09-19,2009,9,19,"Deer Creek","Upper",12.63
2009-09-20,2009,9,20,"Deer Creek","Upper",12.41
2009-09-21,2009,9,21,"Deer Creek","Upper",12.22
2009-09-22,2009,9,22,"Deer Creek","Upper",12.23
2009-09-23,2009,9,23,"Deer Creek","Upper",12.29
2009-09-24,2009,9,24,"Deer Creek","Upper",12.3
2009-09-25,2009,9,25,"Deer Creek","Upper",12.3
2009-09-26,2009,9,26,"Deer Creek","Upper",12.31
2009-09-27,2009,9,27,"Deer Creek","Upper",12.26
2009-09-28,2009,9,28,"Deer Creek","Upper",11.9
2009-09-29,2009,9,29,"Deer Creek","Upper",11.1
2009-09-30,2009,9,30,"Deer Creek","Upper",10.19
2009-10-01,2009,10,1,"Deer Creek","Upper",10.08
2009-10-02,2009,10,2,"Deer Creek","Upper",10.03
2009-10-03,2009,10,3,"Deer Creek","Upper",8.95
2009-10-04,2009,10,4,"Deer Creek","Upper",8.07
2009-10-05,2009,10,5,"Deer Creek","Upper",7.95
2009-10-06,2009,10,6,"Deer Creek","Upper",8.05
2009-10-07,2009,10,7,"Deer Creek","Upper",8.27
2009-10-08,2009,10,8,"Deer Creek","Upper",8.38
2009-10-09,2009,10,9,"Deer Creek","Upper",8.42
2009-10-10,2009,10,10,"Deer Creek","Upper",8.48
2009-10-11,2009,10,11,"Deer Creek","Upper",8.34
2009-10-12,2009,10,12,"Deer Creek","Upper",7.82
2009-10-13,2009,10,13,"Deer Creek","Upper",7.46
2009-10-14,2009,10,14,"Deer Creek","Upper",7.7
2009-10-15,2009,10,15,"Deer Creek","Upper",8.05
2009-10-16,2009,10,16,"Deer Creek","Upper",8.57
2009-10-17,2009,10,17,"Deer Creek","Upper",9.08
2009-10-18,2009,10,18,"Deer Creek","Upper",8.84
2009-10-19,2009,10,19,"Deer Creek","Upper",8.08
2009-10-20,2009,10,20,"Deer Creek","Upper",7.8
2009-10-21,2009,10,21,"Deer Creek","Upper",7.97
2009-10-22,2009,10,22,"Deer Creek","Upper",8.11
2009-10-23,2009,10,23,"Deer Creek","Upper",8.24
2009-10-24,2009,10,24,"Deer Creek","Upper",8.08
2009-10-25,2009,10,25,"Deer Creek","Upper",7.87
2009-10-26,2009,10,26,"Deer Creek","Upper",7.62
2009-10-27,2009,10,27,"Deer Creek","Upper",6.79
2009-10-28,2009,10,28,"Deer Creek","Upper",6.04
2009-10-29,2009,10,29,"Deer Creek","Upper",6.05
2009-10-30,2009,10,30,"Deer Creek","Upper",6.31
2009-10-31,2009,10,31,"Deer Creek","Upper",6.55
2009-11-01,2009,11,1,"Deer Creek","Upper",6.8
2009-11-02,2009,11,2,"Deer Creek","Upper",6.87
2009-11-03,2009,11,3,"Deer Creek","Upper",6.81
2009-11-04,2009,11,4,"Deer Creek","Upper",6.84
2009-11-05,2009,11,5,"Deer Creek","Upper",6.96
2009-11-06,2009,11,6,"Deer Creek","Upper",6.93
2009-11-07,2009,11,7,"Deer Creek","Upper",6.51
2009-11-08,2009,11,8,"Deer Creek","Upper",5.91
2009-11-09,2009,11,9,"Deer Creek","Upper",5.59
2009-11-10,2009,11,10,"Deer Creek","Upper",5.72
2009-11-11,2009,11,11,"Deer Creek","Upper",5.84
2009-11-12,2009,11,12,"Deer Creek","Upper",5.54
2009-11-13,2009,11,13,"Deer Creek","Upper",5.15
2009-11-14,2009,11,14,"Deer Creek","Upper",4.79
2009-11-15,2009,11,15,"Deer Creek","Upper",4.51
2009-11-16,2009,11,16,"Deer Creek","Upper",4.38
2009-11-17,2009,11,17,"Deer Creek","Upper",4.33
2009-11-18,2009,11,18,"Deer Creek","Upper",4.23
2009-11-19,2009,11,19,"Deer Creek","Upper",4.05
2009-11-20,2009,11,20,"Deer Creek","Upper",4.01
2009-11-21,2009,11,21,"Deer Creek","Upper",4.18
2009-11-22,2009,11,22,"Deer Creek","Upper",4.23
2009-11-23,2009,11,23,"Deer Creek","Upper",4.19
2009-11-24,2009,11,24,"Deer Creek","Upper",4.31
2009-11-25,2009,11,25,"Deer Creek","Upper",4.45
2009-11-26,2009,11,26,"Deer Creek","Upper",4.65
2009-11-27,2009,11,27,"Deer Creek","Upper",4.55
2009-11-28,2009,11,28,"Deer Creek","Upper",4.2
2009-11-29,2009,11,29,"Deer Creek","Upper",3.99
2009-11-30,2009,11,30,"Deer Creek","Upper",3.89
2009-12-01,2009,12,1,"Deer Creek","Upper",3.73
2009-12-02,2009,12,2,"Deer Creek","Upper",3.58
2009-12-03,2009,12,3,"Deer Creek","Upper",3.44
2009-12-04,2009,12,4,"Deer Creek","Upper",3.25
2009-12-05,2009,12,5,"Deer Creek","Upper",2.85
2009-12-06,2009,12,6,"Deer Creek","Upper",2.5
2009-12-07,2009,12,7,"Deer Creek","Upper",2.08
2009-12-08,2009,12,8,"Deer Creek","Upper",1.47
2009-12-09,2009,12,9,"Deer Creek","Upper",1.13
2009-12-10,2009,12,10,"Deer Creek","Upper",1.36
2009-12-11,2009,12,11,"Deer Creek","Upper",1.93
2009-12-12,2009,12,12,"Deer Creek","Upper",2.6
2009-12-13,2009,12,13,"Deer Creek","Upper",3.45
2009-12-14,2009,12,14,"Deer Creek","Upper",3.93
2009-12-15,2009,12,15,"Deer Creek","Upper",4.14
2009-12-16,2009,12,16,"Deer Creek","Upper",4.3
2009-12-17,2009,12,17,"Deer Creek","Upper",4.29
2009-12-18,2009,12,18,"Deer Creek","Upper",4.27
2009-12-19,2009,12,19,"Deer Creek","Upper",4.22
2009-12-20,2009,12,20,"Deer Creek","Upper",4.25
2009-12-21,2009,12,21,"Deer Creek","Upper",4.26
2009-12-22,2009,12,22,"Deer Creek","Upper",3.66
2009-12-23,2009,12,23,"Deer Creek","Upper",2.98
2009-12-24,2009,12,24,"Deer Creek","Upper",2.77
2009-12-25,2009,12,25,"Deer Creek","Upper",2.71
2009-12-26,2009,12,26,"Deer Creek","Upper",2.83
2009-12-27,2009,12,27,"Deer Creek","Upper",3.03
2009-12-28,2009,12,28,"Deer Creek","Upper",3
2009-12-29,2009,12,29,"Deer Creek","Upper",3.11
2009-12-30,2009,12,30,"Deer Creek","Upper",3.38
2009-12-31,2009,12,31,"Deer Creek","Upper",3.75
2010-01-01,2010,1,1,"Deer Creek","Upper",4.36
2010-01-02,2010,1,2,"Deer Creek","Upper",4.56
2010-01-03,2010,1,3,"Deer Creek","Upper",4.22
2010-01-04,2010,1,4,"Deer Creek","Upper",3.87
2010-01-05,2010,1,5,"Deer Creek","Upper",3.78
2010-01-06,2010,1,6,"Deer Creek","Upper",3.81
2010-01-07,2010,1,7,"Deer Creek","Upper",3.91
2010-01-08,2010,1,8,"Deer Creek","Upper",4.03
2010-01-09,2010,1,9,"Deer Creek","Upper",4.18
2010-01-10,2010,1,10,"Deer Creek","Upper",4.41
2010-01-11,2010,1,11,"Deer Creek","Upper",4.61
2010-01-12,2010,1,12,"Deer Creek","Upper",5.05
2010-01-13,2010,1,13,"Deer Creek","Upper",5.01
2010-01-14,2010,1,14,"Deer Creek","Upper",4.36
2010-01-15,2010,1,15,"Deer Creek","Upper",4.05
2010-01-16,2010,1,16,"Deer Creek","Upper",4.21
2010-01-17,2010,1,17,"Deer Creek","Upper",4.56
2010-01-18,2010,1,18,"Deer Creek","Upper",4.77
2010-01-19,2010,1,19,"Deer Creek","Upper",4.54
2010-01-20,2010,1,20,"Deer Creek","Upper",4.15
2010-01-21,2010,1,21,"Deer Creek","Upper",3.99
2010-01-22,2010,1,22,"Deer Creek","Upper",3.92
2010-01-23,2010,1,23,"Deer Creek","Upper",3.96
2010-01-24,2010,1,24,"Deer Creek","Upper",4
2010-01-25,2010,1,25,"Deer Creek","Upper",4.08
2010-01-26,2010,1,26,"Deer Creek","Upper",4.24
2010-01-27,2010,1,27,"Deer Creek","Upper",4.23
2010-01-28,2010,1,28,"Deer Creek","Upper",4.23
2010-01-29,2010,1,29,"Deer Creek","Upper",4.53
2010-01-30,2010,1,30,"Deer Creek","Upper",4.64
2010-01-31,2010,1,31,"Deer Creek","Upper",4.38
2010-02-01,2010,2,1,"Deer Creek","Upper",4.14
2010-02-02,2010,2,2,"Deer Creek","Upper",4.18
2010-02-03,2010,2,3,"Deer Creek","Upper",4.44
2010-02-04,2010,2,4,"Deer Creek","Upper",4.71
2010-02-05,2010,2,5,"Deer Creek","Upper",4.88
2010-02-06,2010,2,6,"Deer Creek","Upper",4.92
2010-02-07,2010,2,7,"Deer Creek","Upper",4.74
2010-02-08,2010,2,8,"Deer Creek","Upper",4.63
2010-02-09,2010,2,9,"Deer Creek","Upper",4.61
2010-02-10,2010,2,10,"Deer Creek","Upper",4.51
2010-02-11,2010,2,11,"Deer Creek","Upper",4.73
2010-02-12,2010,2,12,"Deer Creek","Upper",5.13
2010-02-13,2010,2,13,"Deer Creek","Upper",5.3
2010-02-14,2010,2,14,"Deer Creek","Upper",5.25
2010-02-15,2010,2,15,"Deer Creek","Upper",5.37
2010-02-16,2010,2,16,"Deer Creek","Upper",5.59
2010-02-17,2010,2,17,"Deer Creek","Upper",5.58
2010-02-18,2010,2,18,"Deer Creek","Upper",5.44
2010-02-19,2010,2,19,"Deer Creek","Upper",5.32
2010-02-20,2010,2,20,"Deer Creek","Upper",5.31
2010-02-21,2010,2,21,"Deer Creek","Upper",5.04
2010-02-22,2010,2,22,"Deer Creek","Upper",4.54
2010-02-23,2010,2,23,"Deer Creek","Upper",4.47
2010-02-24,2010,2,24,"Deer Creek","Upper",4.87
2010-02-25,2010,2,25,"Deer Creek","Upper",5.19
2010-02-26,2010,2,26,"Deer Creek","Upper",5.25
2010-02-27,2010,2,27,"Deer Creek","Upper",5.13
2010-02-28,2010,2,28,"Deer Creek","Upper",5.1
2010-03-01,2010,3,1,"Deer Creek","Upper",5.34
2010-03-02,2010,3,2,"Deer Creek","Upper",5.37
2010-03-03,2010,3,3,"Deer Creek","Upper",4.95
2010-03-04,2010,3,4,"Deer Creek","Upper",4.56
2010-03-05,2010,3,5,"Deer Creek","Upper",4.6
2010-03-06,2010,3,6,"Deer Creek","Upper",5
2010-03-07,2010,3,7,"Deer Creek","Upper",5.51
2010-03-08,2010,3,8,"Deer Creek","Upper",5.31
2010-03-09,2010,3,9,"Deer Creek","Upper",4.56
2010-03-10,2010,3,10,"Deer Creek","Upper",4.31
2010-03-11,2010,3,11,"Deer Creek","Upper",4.57
2010-03-12,2010,3,12,"Deer Creek","Upper",4.61
2010-03-13,2010,3,13,"Deer Creek","Upper",4.37
2010-03-14,2010,3,14,"Deer Creek","Upper",4.52
2010-03-15,2010,3,15,"Deer Creek","Upper",5.1
2010-03-16,2010,3,16,"Deer Creek","Upper",5.76
2010-03-17,2010,3,17,"Deer Creek","Upper",6.37
2010-03-18,2010,3,18,"Deer Creek","Upper",6.55
2010-03-19,2010,3,19,"Deer Creek","Upper",6.45
2010-03-20,2010,3,20,"Deer Creek","Upper",6.36
2010-03-21,2010,3,21,"Deer Creek","Upper",6.25
2010-03-22,2010,3,22,"Deer Creek","Upper",6.32
2010-03-23,2010,3,23,"Deer Creek","Upper",6.44
2010-03-24,2010,3,24,"Deer Creek","Upper",6.5
2010-03-25,2010,3,25,"Deer Creek","Upper",6.17
2010-03-26,2010,3,26,"Deer Creek","Upper",5.79
2010-03-27,2010,3,27,"Deer Creek","Upper",6.04
2010-03-28,2010,3,28,"Deer Creek","Upper",6.45
2010-03-29,2010,3,29,"Deer Creek","Upper",6.49
2010-03-30,2010,3,30,"Deer Creek","Upper",5.88
2010-03-31,2010,3,31,"Deer Creek","Upper",5.07
2010-04-01,2010,4,1,"Deer Creek","Upper",5
2010-04-02,2010,4,2,"Deer Creek","Upper",4.92
2010-04-03,2010,4,3,"Deer Creek","Upper",4.74
2010-04-04,2010,4,4,"Deer Creek","Upper",4.69
2010-04-05,2010,4,5,"Deer Creek","Upper",4.81
2010-04-06,2010,4,6,"Deer Creek","Upper",5.43
2010-04-07,2010,4,7,"Deer Creek","Upper",6.25
2010-04-08,2010,4,8,"Deer Creek","Upper",6.75
2010-04-09,2010,4,9,"Deer Creek","Upper",6.74
2010-04-10,2010,4,10,"Deer Creek","Upper",6.43
2010-04-11,2010,4,11,"Deer Creek","Upper",5.78
2010-04-12,2010,4,12,"Deer Creek","Upper",5.47
2010-04-13,2010,4,13,"Deer Creek","Upper",5.73
2010-04-14,2010,4,14,"Deer Creek","Upper",5.96
2010-04-15,2010,4,15,"Deer Creek","Upper",6.26
2010-04-16,2010,4,16,"Deer Creek","Upper",6.79
2010-04-17,2010,4,17,"Deer Creek","Upper",7.16
2010-04-18,2010,4,18,"Deer Creek","Upper",7.32
2010-04-19,2010,4,19,"Deer Creek","Upper",7.17
2010-04-20,2010,4,20,"Deer Creek","Upper",6.72
2010-04-21,2010,4,21,"Deer Creek","Upper",6.31
2010-04-22,2010,4,22,"Deer Creek","Upper",6.56
2010-04-23,2010,4,23,"Deer Creek","Upper",7.17
2010-04-24,2010,4,24,"Deer Creek","Upper",7.42
2010-04-25,2010,4,25,"Deer Creek","Upper",7.46
2010-04-26,2010,4,26,"Deer Creek","Upper",7.3
2010-04-27,2010,4,27,"Deer Creek","Upper",6.43
2010-04-28,2010,4,28,"Deer Creek","Upper",5.3
2010-04-29,2010,4,29,"Deer Creek","Upper",5.2
2010-04-30,2010,4,30,"Deer Creek","Upper",5.92
2010-05-01,2010,5,1,"Deer Creek","Upper",6.72
2010-05-02,2010,5,2,"Deer Creek","Upper",7.27
2010-05-03,2010,5,3,"Deer Creek","Upper",7.57
2010-05-04,2010,5,4,"Deer Creek","Upper",7.46
2010-05-05,2010,5,5,"Deer Creek","Upper",6.97
2010-05-06,2010,5,6,"Deer Creek","Upper",6.78
2010-05-07,2010,5,7,"Deer Creek","Upper",7.07
2010-05-08,2010,5,8,"Deer Creek","Upper",7.49
2010-05-09,2010,5,9,"Deer Creek","Upper",7.42
2010-05-10,2010,5,10,"Deer Creek","Upper",6.73
2010-05-11,2010,5,11,"Deer Creek","Upper",6.54
2010-05-12,2010,5,12,"Deer Creek","Upper",7.31
2010-05-13,2010,5,13,"Deer Creek","Upper",8.16
2010-05-14,2010,5,14,"Deer Creek","Upper",8.58
2010-05-15,2010,5,15,"Deer Creek","Upper",8.76
2010-05-16,2010,5,16,"Deer Creek","Upper",8.63
2010-05-17,2010,5,17,"Deer Creek","Upper",8.11
2010-05-18,2010,5,18,"Deer Creek","Upper",7.78
2010-05-19,2010,5,19,"Deer Creek","Upper",7.7
2010-05-20,2010,5,20,"Deer Creek","Upper",7.69
2010-05-21,2010,5,21,"Deer Creek","Upper",7.38
2010-05-22,2010,5,22,"Deer Creek","Upper",6.77
2010-05-23,2010,5,23,"Deer Creek","Upper",6.86
2010-05-24,2010,5,24,"Deer Creek","Upper",7.32
2010-05-25,2010,5,25,"Deer Creek","Upper",7.32
2010-05-26,2010,5,26,"Deer Creek","Upper",7.21
2010-05-27,2010,5,27,"Deer Creek","Upper",7.04
2010-05-28,2010,5,28,"Deer Creek","Upper",7.21
2010-05-29,2010,5,29,"Deer Creek","Upper",8.09
2010-05-30,2010,5,30,"Deer Creek","Upper",9
2010-05-31,2010,5,31,"Deer Creek","Upper",9.44
2010-06-01,2010,6,1,"Deer Creek","Upper",9.64
2010-06-02,2010,6,2,"Deer Creek","Upper",9.67
2010-06-03,2010,6,3,"Deer Creek","Upper",9.42
2010-06-04,2010,6,4,"Deer Creek","Upper",9.4
2010-06-05,2010,6,5,"Deer Creek","Upper",9.66
2010-06-06,2010,6,6,"Deer Creek","Upper",10.01
2010-06-07,2010,6,7,"Deer Creek","Upper",10.43
2010-06-08,2010,6,8,"Deer Creek","Upper",10.64
2010-06-09,2010,6,9,"Deer Creek","Upper",10.41
2010-06-10,2010,6,10,"Deer Creek","Upper",9.97
2010-06-11,2010,6,11,"Deer Creek","Upper",9.78
2010-06-12,2010,6,12,"Deer Creek","Upper",10.17
2010-06-13,2010,6,13,"Deer Creek","Upper",10.78
2010-06-14,2010,6,14,"Deer Creek","Upper",11.21
2010-06-15,2010,6,15,"Deer Creek","Upper",11.06
2010-06-16,2010,6,16,"Deer Creek","Upper",10.64
2010-06-17,2010,6,17,"Deer Creek","Upper",10.44
2010-06-18,2010,6,18,"Deer Creek","Upper",10.36
2010-06-19,2010,6,19,"Deer Creek","Upper",10.37
2010-06-20,2010,6,20,"Deer Creek","Upper",10.44
2010-06-21,2010,6,21,"Deer Creek","Upper",10.75
2010-06-22,2010,6,22,"Deer Creek","Upper",11.35
2010-06-23,2010,6,23,"Deer Creek","Upper",11.81
2010-06-24,2010,6,24,"Deer Creek","Upper",11.97
2010-06-25,2010,6,25,"Deer Creek","Upper",12.12
2010-06-26,2010,6,26,"Deer Creek","Upper",12.52
2010-06-27,2010,6,27,"Deer Creek","Upper",12.96
2010-06-28,2010,6,28,"Deer Creek","Upper",13.2
2010-06-29,2010,6,29,"Deer Creek","Upper",13.1
2010-06-30,2010,6,30,"Deer Creek","Upper",12.77
2010-07-01,2010,7,1,"Deer Creek","Upper",12.49
2010-07-02,2010,7,2,"Deer Creek","Upper",12.24
2010-07-03,2010,7,3,"Deer Creek","Upper",12.04
2010-07-04,2010,7,4,"Deer Creek","Upper",12.18
2010-07-05,2010,7,5,"Deer Creek","Upper",12.66
2010-07-06,2010,7,6,"Deer Creek","Upper",13.05
2010-07-07,2010,7,7,"Deer Creek","Upper",13.28
2010-07-08,2010,7,8,"Deer Creek","Upper",13.54
2010-07-09,2010,7,9,"Deer Creek","Upper",13.75
2010-07-10,2010,7,10,"Deer Creek","Upper",13.86
2010-07-11,2010,7,11,"Deer Creek","Upper",13.92
2010-07-12,2010,7,12,"Deer Creek","Upper",13.78
2010-07-13,2010,7,13,"Deer Creek","Upper",13.61
2010-07-14,2010,7,14,"Deer Creek","Upper",13.76
2010-07-15,2010,7,15,"Deer Creek","Upper",14.2
2010-07-16,2010,7,16,"Deer Creek","Upper",14.66
2010-07-17,2010,7,17,"Deer Creek","Upper",14.84
2010-07-18,2010,7,18,"Deer Creek","Upper",14.89
2010-07-19,2010,7,19,"Deer Creek","Upper",14.81
2010-07-20,2010,7,20,"Deer Creek","Upper",14.54
2010-07-21,2010,7,21,"Deer Creek","Upper",14.16
2010-07-22,2010,7,22,"Deer Creek","Upper",14.02
2010-07-23,2010,7,23,"Deer Creek","Upper",14.13
2010-07-24,2010,7,24,"Deer Creek","Upper",14.29
2010-07-25,2010,7,25,"Deer Creek","Upper",14.32
2010-07-26,2010,7,26,"Deer Creek","Upper",14
2010-07-27,2010,7,27,"Deer Creek","Upper",13.61
2010-07-28,2010,7,28,"Deer Creek","Upper",13.45
2010-07-29,2010,7,29,"Deer Creek","Upper",13.43
2010-07-30,2010,7,30,"Deer Creek","Upper",13.39
2010-07-31,2010,7,31,"Deer Creek","Upper",13.27
2010-08-01,2010,8,1,"Deer Creek","Upper",13.32
2010-08-02,2010,8,2,"Deer Creek","Upper",13.44
2010-08-03,2010,8,3,"Deer Creek","Upper",13.6
2010-08-04,2010,8,4,"Deer Creek","Upper",13.76
2010-08-05,2010,8,5,"Deer Creek","Upper",13.7
2010-08-06,2010,8,6,"Deer Creek","Upper",13.72
2010-08-07,2010,8,7,"Deer Creek","Upper",13.79
2010-08-08,2010,8,8,"Deer Creek","Upper",13.67
2010-08-09,2010,8,9,"Deer Creek","Upper",12.95
2010-08-10,2010,8,10,"Deer Creek","Upper",12.32
2010-08-11,2010,8,11,"Deer Creek","Upper",12.35
2010-08-12,2010,8,12,"Deer Creek","Upper",12.68
2010-08-13,2010,8,13,"Deer Creek","Upper",13
2010-08-14,2010,8,14,"Deer Creek","Upper",13.1
2010-08-15,2010,8,15,"Deer Creek","Upper",13.26
2010-08-16,2010,8,16,"Deer Creek","Upper",13.27
2010-08-17,2010,8,17,"Deer Creek","Upper",12.44
2010-08-18,2010,8,18,"Deer Creek","Upper",11.81
2010-08-19,2010,8,19,"Deer Creek","Upper",12.14
2010-08-20,2010,8,20,"Deer Creek","Upper",11.89
2010-08-21,2010,8,21,"Deer Creek","Upper",11.67
2010-08-22,2010,8,22,"Deer Creek","Upper",11.97
2010-08-23,2010,8,23,"Deer Creek","Upper",12.2
2010-08-24,2010,8,24,"Deer Creek","Upper",12.93
2010-08-25,2010,8,25,"Deer Creek","Upper",13.58
2010-08-26,2010,8,26,"Deer Creek","Upper",13.17
2010-08-27,2010,8,27,"Deer Creek","Upper",11.75
2010-08-28,2010,8,28,"Deer Creek","Upper",10.84
2010-08-29,2010,8,29,"Deer Creek","Upper",11.09
2010-08-30,2010,8,30,"Deer Creek","Upper",11.29
2010-08-31,2010,8,31,"Deer Creek","Upper",11.32
2010-09-01,2010,9,1,"Deer Creek","Upper",11.8
2010-09-02,2010,9,2,"Deer Creek","Upper",12.39
2010-09-03,2010,9,3,"Deer Creek","Upper",12.56
2010-09-04,2010,9,4,"Deer Creek","Upper",12.39
2010-09-05,2010,9,5,"Deer Creek","Upper",11.68
2010-09-06,2010,9,6,"Deer Creek","Upper",11.27
2010-09-07,2010,9,7,"Deer Creek","Upper",11.28
2010-09-08,2010,9,8,"Deer Creek","Upper",10.59
2010-09-09,2010,9,9,"Deer Creek","Upper",10.28
2010-09-10,2010,9,10,"Deer Creek","Upper",10.68
2010-09-11,2010,9,11,"Deer Creek","Upper",10.88
2010-09-12,2010,9,12,"Deer Creek","Upper",11.07
2010-09-13,2010,9,13,"Deer Creek","Upper",11.19
2010-09-14,2010,9,14,"Deer Creek","Upper",11.07
2010-09-15,2010,9,15,"Deer Creek","Upper",11
2010-09-16,2010,9,16,"Deer Creek","Upper",11.09
2010-09-17,2010,9,17,"Deer Creek","Upper",11.05
2010-09-18,2010,9,18,"Deer Creek","Upper",10.95
2010-09-19,2010,9,19,"Deer Creek","Upper",10.68
2010-09-20,2010,9,20,"Deer Creek","Upper",10.47
2010-09-21,2010,9,21,"Deer Creek","Upper",10.31
2010-09-22,2010,9,22,"Deer Creek","Upper",10.08
2010-09-23,2010,9,23,"Deer Creek","Upper",10.12
2010-09-24,2010,9,24,"Deer Creek","Upper",10.24
2010-09-25,2010,9,25,"Deer Creek","Upper",10.38
2010-09-26,2010,9,26,"Deer Creek","Upper",10.49
2010-09-27,2010,9,27,"Deer Creek","Upper",10.51
2010-09-28,2010,9,28,"Deer Creek","Upper",10.65
2010-09-29,2010,9,29,"Deer Creek","Upper",10.97
2010-09-30,2010,9,30,"Deer Creek","Upper",11.06
2010-10-01,2010,10,1,"Deer Creek","Upper",10.99
2010-10-02,2010,10,2,"Deer Creek","Upper",10.92
2010-10-03,2010,10,3,"Deer Creek","Upper",10.47
2010-10-04,2010,10,4,"Deer Creek","Upper",9.75
2010-10-05,2010,10,5,"Deer Creek","Upper",9.58
